tweet_id,timestamp,rating_numerator,rating_denominator,name,main_source,dog_stage,retweet_count,favorite_count,img_num,dog_breed_prediction,prediction_confidence
882762694511734784,2017-07-06 00:46:41,12,10,Gus,iphone,pupper,4100,24809,1,labrador_retriever,0.85005
882627270321602560,2017-07-05 15:48:34,13,10,Stanley,iphone,,5064,24613,1,pembroke,0.542982
882268110199369728,2017-07-04 16:01:23,13,10,Alfy,iphone,,9636,39213,1,golden_retriever,0.762211
881906580714921986,2017-07-03 16:04:48,12,10,Rey,iphone,,2855,21454,1,weimaraner,0.291539
881666595344535552,2017-07-03 00:11:11,13,10,Gary,iphone,,8964,44576,1,saluki,0.529012
881536004380872706,2017-07-02 15:32:16,14,10,No name,iphone,pupper,13403,43470,1,samoyed,0.281463
880872448815771648,2017-06-30 19:35:32,12,10,No name,iphone,,3200,18720,1,pembroke,0.791416
880465832366813184,2017-06-29 16:39:47,12,10,Bella,iphone,,5216,25037,1,golden_retriever,0.913255
880221127280381952,2017-06-29 00:27:25,12,10,Jesse,iphone,,3468,23681,1,chihuahua,0.238525
880095782870896641,2017-06-28 16:09:20,11,10,No name,iphone,,3654,24348,1,miniature_pinscher,0.120298
879862464715927552,2017-06-28 00:42:13,13,10,Romeo,iphone,,2930,19716,3,basset,0.813507
879492040517615616,2017-06-27 00:10:17,12,10,Bailey,iphone,,2628,20717,1,german_short_haired_pointer,0.479896
879415818425184262,2017-06-26 19:07:24,13,10,Duddles,iphone,,37465,92923,1,english_springer,0.383404
879008229531029506,2017-06-25 16:07:47,13,10,Beau,iphone,,2244,16789,1,vizsla,0.960513
878776093423087618,2017-06-25 00:45:22,13,10,Snoopy,iphone,puppo,3435,17142,2,italian_greyhound,0.734684
878281511006478336,2017-06-23 16:00:04,13,10,Shadow,iphone,,1078,6781,1,basset,0.32042
878057613040115712,2017-06-23 01:10:23,14,10,Emmy,iphone,,5744,37161,1,french_bulldog,0.839097
877736472329191424,2017-06-22 03:54:17,13,10,Aja,iphone,,15814,69339,2,chesapeake_bay_retriever,0.8379559999999999
877556246731214848,2017-06-21 15:58:08,12,10,Penny,iphone,,3170,19910,1,basset,0.995368
877316821321428993,2017-06-21 00:06:44,13,10,Dante,iphone,,4348,24164,1,saluki,0.5099670000000001
877201837425926144,2017-06-20 16:29:50,12,10,Nelly,iphone,,4629,23879,1,pembroke,0.93112
876838120628539392,2017-06-19 16:24:33,12,10,Ginger,iphone,pupper,2805,18222,1,bloodhound,0.575751
876484053909872640,2017-06-18 16:57:37,13,10,Benedict,iphone,,2002,16575,1,golden_retriever,0.874566
876120275196170240,2017-06-17 16:52:05,13,10,Venti,iphone,,3905,24698,1,bernese_mountain_dog,0.534327
875747767867523072,2017-06-16 16:11:53,13,10,Goose,iphone,,3584,22124,1,labrador_retriever,0.799551
875144289856114688,2017-06-15 00:13:52,13,10,Nugget,iphone,,4159,19425,1,siberian_husky,0.245048
875021211251597312,2017-06-14 16:04:48,12,10,No name,iphone,,3973,22561,2,west_highland_white_terrier,0.7143189999999999
874680097055178752,2017-06-13 17:29:20,12,10,Cash,iphone,,3919,24609,1,labrador_retriever,0.836052
874296783580663808,2017-06-12 16:06:11,13,10,Jed,iphone,pupper,3483,22977,1,cocker_spaniel,0.437216
874057562936811520,2017-06-12 00:15:36,12,10,No name,iphone,,3378,20128,1,flat_coated_retriever,0.8321770000000001
874012996292530176,2017-06-11 21:18:31,13,10,Sebastian,iphone,puppo,8597,30133,2,cardigan,0.806674
873580283840344065,2017-06-10 16:39:04,13,10,No name,iphone,,3344,21388,1,newfoundland,0.678537
873213775632977920,2017-06-09 16:22:42,12,10,Sierra,iphone,pupper,1331,6326,1,vizsla,0.6197819999999999
872967104147763200,2017-06-09 00:02:31,12,10,No name,iphone,doggo,4564,24094,2,labrador_retriever,0.476913
872820683541237760,2017-06-08 14:20:41,13,10,No name,iphone,,3168,13082,3,pug,0.99912
872620804844003328,2017-06-08 01:06:27,13,10,Monkey,iphone,,3068,18332,1,cocker_spaniel,0.513191
872486979161796608,2017-06-07 16:14:40,12,10,No name,iphone,,7722,36114,1,pembroke,0.931861
871879754684805121,2017-06-06 00:01:46,13,10,Lassie,iphone,,9252,33131,1,shetland_sheepdog,0.969171
871762521631449091,2017-06-05 16:15:56,12,10,Rover,iphone,pupper,2970,17900,2,labrador_retriever,0.921393
871515927908634625,2017-06-04 23:56:03,12,10,Napolean,iphone,doggo,2942,17898,2,komondor,0.974781
871032628920680449,2017-06-03 15:55:36,13,10,Boomer,iphone,,3227,20170,1,kelpie,0.398053
870656317836468226,2017-06-02 15:00:16,13,10,Cody,iphone,,2210,10899,4,pembroke,0.945495
870374049280663552,2017-06-01 20:18:38,13,10,Zoey,iphone,,22761,73986,1,golden_retriever,0.841001
870308999962521604,2017-06-01 16:00:09,13,10,Rumble,iphone,,3550,19490,2,greater_swiss_mountain_dog,0.6227520000000001
869772420881756160,2017-05-31 04:27:59,13,10,Dewey,iphone,,8699,38040,1,pembroke,0.980148
869702957897576449,2017-05-30 23:51:58,13,10,Stanley,iphone,,5388,25080,1,pembroke,0.993449
869596645499047938,2017-05-30 16:49:31,12,10,Scout,iphone,doggo,2640,14220,1,chihuahua,0.955156
869227993411051520,2017-05-29 16:24:37,13,10,Gizmo,iphone,,3201,18149,1,pembroke,0.664181
868622495443632128,2017-05-28 00:18:35,13,10,No name,iphone,,4474,23656,1,labrador_retriever,0.868107
868552278524837888,2017-05-27 19:39:34,12,10,Cooper,iphone,,1754,8972,1,whippet,0.378151
867900495410671616,2017-05-26 00:29:37,12,10,No name,iphone,,3574,21619,1,labrador_retriever,0.522644
867774946302451713,2017-05-25 16:10:44,13,10,Harold,iphone,,6258,30289,2,border_collie,0.661953
867421006826221569,2017-05-24 16:44:18,12,10,Shikha,iphone,puppo,2118,14354,1,eskimo_dog,0.6164569999999999
867051520902168576,2017-05-23 16:16:06,13,10,No name,iphone,,6792,28728,1,samoyed,0.4714029999999999
866686824827068416,2017-05-22 16:06:55,12,10,Lili,iphone,,2973,17143,1,flat_coated_retriever,0.51473
866450705531457537,2017-05-22 00:28:40,13,10,Jamesy,iphone,pupper,30222,108955,2,french_bulldog,0.905334
866334964761202691,2017-05-21 16:48:45,12,10,Coco,iphone,,12218,46651,1,samoyed,0.984086
865718153858494464,2017-05-19 23:57:46,13,10,Boomer,iphone,,4853,22948,1,golden_retriever,0.673664
865359393868664832,2017-05-19 00:12:11,13,10,Sammy,iphone,,4295,23626,2,chesapeake_bay_retriever,0.832435
865006731092295680,2017-05-18 00:50:50,13,10,Nelly,iphone,,6677,25058,1,pembroke,0.989882
864279568663928832,2017-05-16 00:41:21,12,10,Meatball,iphone,,2585,13079,1,bull_mastiff,0.668613
864197398364647424,2017-05-15 19:14:50,13,10,Paisley,iphone,,7594,26658,4,golden_retriever,0.945905
863553081350529029,2017-05-14 00:34:33,13,10,Neptune,iphone,,3635,13691,1,eskimo_dog,0.41333
863432100342583297,2017-05-13 16:33:49,12,10,Belle,iphone,,4561,21325,1,staffordshire_bullterrier,0.690517
863062471531167744,2017-05-12 16:05:02,13,10,Quinn,iphone,,2092,7532,2,french_bulldog,0.935804
862831371563274240,2017-05-12 00:46:44,13,10,Zooey,iphone,,4461,17228,2,australian_terrier,0.207281
862722525377298433,2017-05-11 17:34:13,11,10,Dave,iphone,,3091,15347,1,basset,0.39333
862096992088072192,2017-05-10 00:08:34,13,10,No name,iphone,,20017,66364,2,chow,0.677589
861383897657036800,2017-05-08 00:54:59,13,10,Hobbes,iphone,,9275,32322,1,cardigan,0.771008
861005113778896900,2017-05-06 23:49:50,12,10,Burt,iphone,,3340,15004,1,german_shepherd,0.507951
860563773140209665,2017-05-05 18:36:06,13,10,Lorenzo,iphone,,1858,6731,1,cardigan,0.583936
860524505164394496,2017-05-05 16:00:04,13,10,Carl,iphone,,4608,21279,1,bedlington_terrier,0.286558
859924526012018688,2017-05-04 00:15:58,12,10,Milky,iphone,,3587,17654,1,french_bulldog,0.254587
859851578198683649,2017-05-03 19:26:06,13,10,Trooper,iphone,,3072,13987,4,labrador_retriever,0.899086
859607811541651456,2017-05-03 03:17:27,13,10,No name,iphone,puppo,1366,16848,1,golden_retriever,0.8955290000000001
858843525470990336,2017-05-01 00:40:27,13,10,No name,iphone,doggo,3029,14137,1,golden_retriever,0.57812
858471635011153920,2017-04-30 00:02:42,13,10,Sophie,iphone,,4267,19509,1,pembroke,0.987407
858107933456039936,2017-04-28 23:57:28,12,10,Wyatt,iphone,,2540,14254,1,golden_retriever,0.863874
857989990357356544,2017-04-28 16:08:49,12,10,Rosie,iphone,,2269,14505,1,french_bulldog,0.43258
857746408056729600,2017-04-28 00:00:54,13,10,Thor,iphone,,9360,30843,1,labrador_retriever,0.919832
857393404942143489,2017-04-27 00:38:11,13,10,No name,iphone,,1444,5315,3,malamute,0.8415969999999999
857263160327368704,2017-04-26 16:00:39,13,10,Oscar,iphone,,3986,18272,1,samoyed,0.998021
857029823797047296,2017-04-26 00:33:27,12,10,Zeke,iphone,,3493,17062,2,golden_retriever,0.968623
856543823941562368,2017-04-24 16:22:16,12,10,Callie,iphone,,2551,14853,1,boston_bull,0.30691
856282028240666624,2017-04-23 23:01:59,14,10,Cermet,iphone,,5586,25265,4,chihuahua,0.8765430000000001
855851453814013952,2017-04-22 18:31:02,13,10,No name,iphone,multiclass,16143,41929,1,flat_coated_retriever,0.321676
855459453768019968,2017-04-21 16:33:22,12,10,No name,iphone,,7313,27130,2,blenheim_spaniel,0.389513
854732716440526848,2017-04-19 16:25:34,12,10,Marlee,iphone,,5362,20712,1,pembroke,0.6955479999999999
854482394044301312,2017-04-18 23:50:52,13,10,Arya,iphone,,6036,26620,1,chihuahua,0.260242
854365224396361728,2017-04-18 16:05:17,13,10,Einstein,iphone,,4157,17226,1,pembroke,0.90708
854120357044912130,2017-04-17 23:52:16,14,10,No name,iphone,pupper,6602,29270,4,black_and_tan_coonhound,0.8548610000000001
854010172552949760,2017-04-17 16:34:26,11,10,No name,iphone,multiclass,2797,14849,1,english_springer,0.3547329999999999
853760880890318849,2017-04-17 00:03:50,12,10,Alice,iphone,,5118,26122,1,miniature_pinscher,0.292519
853639147608842240,2017-04-16 16:00:07,13,10,No name,iphone,,8892,31593,1,german_shepherd,0.509879
852912242202992640,2017-04-14 15:51:39,12,10,Benny,iphone,,1602,8266,1,great_dane,0.7837649999999999
852672615818899456,2017-04-13 23:59:28,12,10,Aspen,iphone,,1916,13663,1,golden_retriever,0.7112350000000001
852553447878664193,2017-04-13 16:05:56,13,10,Jarod,iphone,,3124,14921,1,bloodhound,0.186498
851591660324737024,2017-04-11 00:24:08,11,10,No name,iphone,,3129,14982,1,cardigan,0.394507
850753642995093505,2017-04-08 16:54:09,11,10,Kyle,iphone,,8097,28196,1,pug,0.996952
850380195714523136,2017-04-07 16:10:12,13,10,Leo,iphone,,2335,12097,1,yorkshire_terrier,0.2490119999999999
850019790995546112,2017-04-06 16:18:05,12,10,Boomer,iphone,pupper,4382,18810,3,shetland_sheepdog,0.759907
849776966551130114,2017-04-06 00:13:11,12,10,No name,iphone,,6833,27953,2,chihuahua,0.292092
849412302885593088,2017-04-05 00:04:08,12,10,Noosh,iphone,,2836,14694,4,schipperke,0.907559
848690551926992896,2017-04-03 00:16:10,12,10,No name,iphone,,3933,23309,1,flat_coated_retriever,0.8236479999999999
848324959059550208,2017-04-02 00:03:26,12,10,Odin,iphone,,4167,22871,1,malamute,0.5445760000000001
848212111729840128,2017-04-01 16:35:01,6,10,Jerry,iphone,,2722,15058,1,bedlington_terrier,0.333486
847842811428974592,2017-03-31 16:07:33,12,10,Rontu,iphone,,1193,5022,1,bernese_mountain_dog,0.951337
847606175596138505,2017-03-31 00:27:14,12,10,Cannon,iphone,,3096,17379,1,cardigan,0.413688
847251039262605312,2017-03-30 00:56:03,12,10,Furzey,iphone,,3925,19005,1,airedale,0.49538
847157206088847362,2017-03-29 18:43:12,11,10,Daisy,iphone,,5265,18406,2,staffordshire_bullterrier,0.219609
846874817362120707,2017-03-29 00:01:05,13,10,Tuck,iphone,,3556,18656,2,shetland_sheepdog,0.450539
846514051647705089,2017-03-28 00:07:32,13,10,Barney,iphone,doggo,10408,41280,2,golden_retriever,0.650003
846153765933735936,2017-03-27 00:15:53,13,10,Vixen,iphone,,8190,29147,1,giant_schnauzer,0.346468
846042936437604353,2017-03-26 16:55:29,12,10,Jarvis,iphone,,2595,14841,1,golden_retriever,0.96111
845812042753855489,2017-03-26 01:38:00,13,10,No name,iphone,,7886,27077,1,samoyed,0.979803
845677943972139009,2017-03-25 16:45:08,12,10,No name,iphone,,4389,23483,1,chow,0.8086810000000001
845397057150107648,2017-03-24 22:08:59,13,10,Mimosa,iphone,doggo,1622,7098,1,dandie_dinmont,0.394404
845306882940190720,2017-03-24 16:10:40,12,10,Pickles,iphone,pupper,4871,21666,1,irish_water_spaniel,0.567475
844973813909606400,2017-03-23 18:07:10,12,10,Brady,iphone,,2862,13955,1,labrador_retriever,0.742421
844223788422217728,2017-03-21 16:26:50,12,10,Margo,iphone,,1994,12723,1,labrador_retriever,0.71951
843856843873095681,2017-03-20 16:08:44,12,10,Sadie,iphone,,4176,19999,1,labrador_retriever,0.92254
843604394117681152,2017-03-19 23:25:35,11,10,Hank,iphone,,2485,15743,1,labrador_retriever,0.430583
843235543001513987,2017-03-18 22:59:54,13,10,Tycho,iphone,,5430,20013,1,pembroke,0.958452
842846295480000512,2017-03-17 21:13:10,13,10,Charlie,iphone,,3319,14245,1,labrador_retriever,0.461076
842535590457499648,2017-03-17 00:38:32,13,10,Winnie,iphone,,3191,16953,1,pembroke,0.685084
842163532590374912,2017-03-16 00:00:07,12,10,George,iphone,,5274,22783,2,french_bulldog,0.891227
842115215311396866,2017-03-15 20:48:07,12,10,Bentley,iphone,,2764,13061,1,chow,0.293493
841680585030541313,2017-03-14 16:01:03,12,10,Penny,iphone,,7173,24080,1,chihuahua,0.547401
841314665196081154,2017-03-13 15:47:01,13,10,Max,Vine,,4246,14777,1,afghan_hound,0.903712
841077006473256960,2017-03-13 00:02:39,12,10,Dawn,iphone,,4895,21377,1,brittany_spaniel,0.962985
840632337062862849,2017-03-11 18:35:42,12,10,Maddie,iphone,,1622,8443,1,golden_retriever,0.711148
840268004936019968,2017-03-10 18:27:58,12,10,Monty,iphone,,5234,17941,3,chesapeake_bay_retriever,0.8639870000000001
839990271299457024,2017-03-10 00:04:21,13,10,Sojourner,iphone,,2073,12563,2,staffordshire_bullterrier,0.604938
839239871831150596,2017-03-07 22:22:32,13,10,Odie,iphone,,5957,25279,3,leonberg,0.927021
838921590096166913,2017-03-07 01:17:48,13,10,Arlo,iphone,,1859,10441,1,border_terrier,0.664538
838561493054533637,2017-03-06 01:26:54,13,10,Walter,iphone,,1234,10268,1,kelpie,0.2165619999999999
838476387338051585,2017-03-05 19:48:43,13,10,Stanley,iphone,,4355,21022,3,great_pyrenees,0.997692
838083903487373313,2017-03-04 17:49:08,13,10,Daisy,iphone,,2851,16499,2,chow,0.800975
837820167694528512,2017-03-04 00:21:08,12,10,No name,iphone,pupper,7171,31895,1,golden_retriever,0.887625
837471256429613056,2017-03-03 01:14:41,12,10,Vincent,iphone,,2065,12012,1,norwegian_elkhound,0.976255
837110210464448512,2017-03-02 01:20:01,13,10,Clark,iphone,pupper,2186,15090,1,siberian_husky,0.767696
836260088725786625,2017-02-27 17:01:56,13,10,Lucy,iphone,,3989,19993,1,borzoi,0.564688
836001077879255040,2017-02-26 23:52:43,13,10,No name,iphone,,3903,17939,4,samoyed,0.963558
835574547218894849,2017-02-25 19:37:50,11,10,Eli,iphone,,3308,16694,1,staffordshire_bullterrier,0.6106550000000001
835297930240217089,2017-02-25 01:18:40,12,10,Ash,iphone,,2748,15467,1,rottweiler,0.341276
835172783151792128,2017-02-24 17:01:22,12,10,No name,iphone,,5308,24624,2,border_collie,0.663138
834786237630337024,2017-02-23 15:25:23,13,10,Tobi,iphone,,5118,20258,1,border_terrier,0.156276
834458053273591808,2017-02-22 17:41:18,12,10,Chester,iphone,,1553,9049,1,rhodesian_ridgeback,0.4686189999999999
834209720923721728,2017-02-22 01:14:30,12,10,Wilson,iphone,,4341,19295,1,golden_retriever,0.754799
833863086058651648,2017-02-21 02:17:06,12,10,Bentley,iphone,,2216,12651,1,kuvasz,0.4949689999999999
833826103416520705,2017-02-20 23:50:09,13,10,Charlie,iphone,,3495,17104,1,chihuahua,0.438054
833722901757046785,2017-02-20 17:00:04,13,10,Bronte,iphone,,3005,19727,1,west_highland_white_terrier,0.918144
833479644947025920,2017-02-20 00:53:27,13,10,Poppy,iphone,,1895,14042,3,golden_retriever,0.727039
833124694597443584,2017-02-19 01:23:00,12,10,Gidget,iphone,pupper,4455,19024,3,cardigan,0.7105229999999999
832998151111966721,2017-02-18 17:00:10,13,10,Rhino,iphone,doggo,2026,12461,1,boxer,0.539036
832757312314028032,2017-02-18 01:03:09,13,10,Willow,iphone,,3328,15880,2,cardigan,0.160888
832636094638288896,2017-02-17 17:01:29,12,10,Orion,iphone,,2570,14938,1,eskimo_dog,0.5250319999999999
832397543355072512,2017-02-17 01:13:34,12,10,Eevee,iphone,,2040,11265,1,pekinese,0.988916
832369877331693569,2017-02-16 23:23:38,11,10,Charlie,iphone,,2929,16112,1,kelpie,0.50469
832273440279240704,2017-02-16 17:00:25,14,10,Smiley,iphone,doggo,2150,10670,1,pembroke,0.134081
832032802820481025,2017-02-16 01:04:13,12,10,Miguel,iphone,doggo,4309,16801,1,whippet,0.601712
831939777352105988,2017-02-15 18:54:34,12,10,Emanuel,iphone,doggo,5669,22509,1,pomeranian,0.153862
831911600680497154,2017-02-15 17:02:36,14,10,Kuyu,iphone,,5994,25894,4,bloodhound,0.777562
831670449226514432,2017-02-15 01:04:21,13,10,Daisy,iphone,,1690,9811,1,pembroke,0.6248020000000001
831650051525054464,2017-02-14 23:43:18,13,10,No name,iphone,,1790,6696,1,eskimo_dog,0.530416
831552930092285952,2017-02-14 17:17:22,13,10,Dutch,iphone,,2165,8473,1,chihuahua,0.257415
831322785565769729,2017-02-14 02:02:51,12,10,Pete,iphone,doggo,1447,8765,1,old_english_sheepdog,0.999715
831315979191906304,2017-02-14 01:35:49,13,10,No name,Vine,pupper,1040,6183,4,briard,0.982755
831309418084069378,2017-02-14 01:09:44,12,10,Scooter,iphone,,2275,11114,1,doberman,0.3693889999999999
831262627380748289,2017-02-13 22:03:49,12,10,Tucker,iphone,,1895,11191,1,cocker_spaniel,0.263323
830956169170665475,2017-02-13 01:46:03,12,10,Reggie,iphone,,1379,7528,1,kuvasz,0.451516
830583320585068544,2017-02-12 01:04:29,13,10,Lilly,iphone,,15444,62551,1,labrador_retriever,0.908703
830097400375152640,2017-02-10 16:53:37,13,10,Samson,iphone,,2706,9184,4,toy_poodle,0.442713
829861396166877184,2017-02-10 01:15:49,12,10,Mia,iphone,,1797,11547,1,border_terrier,0.394486
829501995190984704,2017-02-09 01:27:41,12,10,Leo,iphone,,9795,29937,1,french_bulldog,0.950851
829449946868879360,2017-02-08 22:00:52,11,10,No name,iphone,doggo,1864,9898,1,labrador_retriever,0.315163
829141528400556032,2017-02-08 01:35:19,12,10,Malcolm,iphone,,6785,22942,2,golden_retriever,0.57314
829011960981237760,2017-02-07 17:00:28,13,10,Dexter,iphone,,15138,50340,2,boxer,0.312221
828650029636317184,2017-02-06 17:02:17,14,10,No name,iphone,,1244,8971,1,golden_retriever,0.649209
828408677031882754,2017-02-06 01:03:14,12,10,Bear,iphone,,1189,7263,1,weimaraner,0.1330329999999999
828381636999917570,2017-02-05 23:15:47,14,10,Doobert,iphone,doggo,2065,11891,1,bedlington_terrier,0.3925349999999999
828376505180889089,2017-02-05 22:55:23,13,10,Beebop,iphone,,996,6991,1,american_staffordshire_terrier,0.5230859999999999
828372645993398273,2017-02-05 22:40:03,12,10,Alexander,iphone,,2730,11884,1,malamute,0.663047
828011680017821696,2017-02-04 22:45:42,11,10,Brutus,iphone,,2000,9786,1,american_staffordshire_terrier,0.936662
827933404142436356,2017-02-04 17:34:40,12,10,Kona,iphone,pupper,4843,18880,2,german_shepherd,0.8061149999999999
827653905312006145,2017-02-03 23:04:02,12,10,Boots,iphone,,2798,14612,1,collie,0.285555
827600520311402496,2017-02-03 19:31:54,13,10,Tucker,iphone,,865,7065,1,pembroke,0.325638
827324948884643840,2017-02-03 01:16:53,12,10,Ralphie,iphone,,2812,14968,1,golden_retriever,0.352486
827199976799354881,2017-02-02 17:00:17,13,10,Charlie,iphone,,2064,10013,4,great_dane,0.8696809999999999
826958653328592898,2017-02-02 01:01:21,12,10,Loki,iphone,doggo,4617,20342,1,golden_retriever,0.6173890000000001
826848821049180160,2017-02-01 17:44:55,13,10,Cupid,iphone,doggo,9356,34080,4,great_pyrenees,0.858764
826598365270007810,2017-02-01 01:09:42,13,10,Pawnd,iphone,,2183,9460,1,french_bulldog,0.628119
826476773533745153,2017-01-31 17:06:32,12,10,Pilot,iphone,doggo,3896,17395,1,german_shepherd,0.7418600000000001
826240494070030336,2017-01-31 01:27:39,11,10,No name,iphone,,2423,12541,1,french_bulldog,0.903048
826204788643753985,2017-01-30 23:05:46,13,10,No name,iphone,doggo,856,4602,2,labrador_retriever,0.782058
825829644528148480,2017-01-29 22:15:05,12,10,Toby,iphone,,2338,12036,2,great_pyrenees,0.8534069999999999
825535076884762624,2017-01-29 02:44:34,14,10,No name,iphone,puppo,16367,54016,1,rottweiler,0.681495
825147591692263424,2017-01-28 01:04:51,13,10,Sweet,iphone,,4190,17278,1,pekinese,0.354823
825026590719483904,2017-01-27 17:04:02,12,10,Pablo,iphone,puppo,1168,5914,2,eskimo_dog,0.524454
824775126675836928,2017-01-27 00:24:48,12,10,Scooter,iphone,,3278,14073,1,border_terrier,0.610499
824663926340194305,2017-01-26 17:02:56,13,10,Wilson,iphone,,1649,9946,1,english_setter,0.526488
824325613288833024,2017-01-25 18:38:36,13,10,No name,iphone,pupper,9898,11188,1,pembroke,0.990793
823939628516474880,2017-01-24 17:04:50,12,10,Cash,iphone,,2541,10063,1,schipperke,0.234076
823699002998870016,2017-01-24 01:08:40,12,10,Winston,iphone,,2336,13223,1,cairn,0.203999
822872901745569793,2017-01-21 18:26:02,13,10,No name,iphone,puppo,39943,124167,1,lakeland_terrier,0.196015
822859134160621569,2017-01-21 17:31:20,12,10,Hobbes,iphone,,2111,12465,1,malinois,0.332897
822610361945911296,2017-01-21 01:02:48,12,10,No name,iphone,,2736,13984,1,cocker_spaniel,0.6644869999999999
822489057087389700,2017-01-20 17:00:46,13,10,Paisley,iphone,,5959,17133,1,samoyed,0.4167689999999999
822462944365645825,2017-01-20 15:17:01,14,10,Gabe,iphone,pupper,13164,26331,3,pomeranian,0.960199
822244816520155136,2017-01-20 00:50:15,11,10,No name,iphone,,9241,33131,1,samoyed,0.585441
821886076407029760,2017-01-19 01:04:45,13,10,Jimison,iphone,,2144,10682,1,golden_retriever,0.266238
821765923262631936,2017-01-18 17:07:18,13,10,Duchess,iphone,doggo,1557,7911,1,golden_retriever,0.980071
821522889702862852,2017-01-18 01:01:34,13,10,Harlso,iphone,,1633,7576,1,doberman,0.7635390000000001
821407182352777218,2017-01-17 17:21:47,14,10,Sundance,iphone,doggo,3997,11112,1,irish_setter,0.5054960000000001
821149554670182400,2017-01-17 00:18:04,12,10,Luca,iphone,,1826,8116,1,german_shepherd,0.515933
